Call Type,Incident Number,Battalion,Station Area,Call Type Group,nodeID,parentID
Smoke Investigation (Outside),115,B10,37,Alarm,Alarm.Smoke Investigation (Outside).B10,Alarm.Smoke Investigation (Outside)
Structure Fire,270,B03,35,Fire,Fire.Structure Fire.B03,Fire.Structure Fire
Confined Space / Structure Collapse,9,B06,11,Fire,Fire.Confined Space / Structure Collapse.B06,Fire.Confined Space / Structure Collapse
Vehicle Fire,69,B05,10,Fire,Fire.Vehicle Fire.B05,Fire.Vehicle Fire
"Extrication / Entrapped (Machinery, Vehicle)",6,B02,6,Fire,"Fire.Extrication / Entrapped (Machinery, Vehicle).B02","Fire.Extrication / Entrapped (Machinery, Vehicle)"
Gas Leak (Natural and LP Gases),479,B05,21,Alarm,Alarm.Gas Leak (Natural and LP Gases).B05,Alarm.Gas Leak (Natural and LP Gases)
Structure Fire,292,B07,21,Alarm,Alarm.Structure Fire.B07,Alarm.Structure Fire
Alarms,2611,B09,43,Alarm,Alarm.Alarms.B09,Alarm.Alarms
Traffic Collision,77,B07,21,Non Life-threatening,Non Life-threatening.Traffic Collision.B07,Non Life-threatening.Traffic Collision
Traffic Collision,1216,B07,31,Non Life-threatening,Non Life-threatening.Traffic Collision.B07,Non Life-threatening.Traffic Collision
HazMat,8,B04,10,Alarm,Alarm.HazMat.B04,Alarm.HazMat
Odor (Strange / Unknown),1,B10,29,Alarm,Alarm.Odor (Strange / Unknown).B10,Alarm.Odor (Strange / Unknown)
Other,17,B09,19,Non Life-threatening,Non Life-threatening.Other.B09,Non Life-threatening.Other
Structure Fire,4064,B07,31,Alarm,Alarm.Structure Fire.B07,Alarm.Structure Fire
Citizen Assist / Service Call,218,B01,3,Alarm,Alarm.Citizen Assist / Service Call.B01,Alarm.Citizen Assist / Service Call
Other,342,B02,36,Non Life-threatening,Non Life-threatening.Other.B02,Non Life-threatening.Other
Gas Leak (Natural and LP Gases),7,B99,16,Alarm,Alarm.Gas Leak (Natural and LP Gases).B99,Alarm.Gas Leak (Natural and LP Gases)
Other,7,B05,24,Potentially Life-Threatening,Potentially Life-Threatening.Other.B05,Potentially Life-Threatening.Other
Other,12,B01,28,Fire,Fire.Other.B01,Fire.Other
Citizen Assist / Service Call,2,B07,41,Alarm,Alarm.Citizen Assist / Service Call.B07,Alarm.Citizen Assist / Service Call
Alarms,54,B02,,Alarm,Alarm.Alarms.B02,Alarm.Alarms
Medical Incident,257,B07,12,Non Life-threatening,Non Life-threatening.Medical Incident.B07,Non Life-threatening.Medical Incident
Medical Incident,27,B09,,Non Life-threatening,Non Life-threatening.Medical Incident.B09,Non Life-threatening.Medical Incident
"Extrication / Entrapped (Machinery, Vehicle)",21,B10,17,Fire,"Fire.Extrication / Entrapped (Machinery, Vehicle).B10","Fire.Extrication / Entrapped (Machinery, Vehicle)"
Other,11,B04,16,Fire,Fire.Other.B04,Fire.Other
Medical Incident,4,B08,10,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B08,Potentially Life-Threatening.Medical Incident
Medical Incident,2367,B10,9,Non Life-threatening,Non Life-threatening.Medical Incident.B10,Non Life-threatening.Medical Incident
Other,298,B05,10,Alarm,Alarm.Other.B05,Alarm.Other
Electrical Hazard,4,B03,,Alarm,Alarm.Electrical Hazard.B03,Alarm.Electrical Hazard
Explosion,15,B07,34,Fire,Fire.Explosion.B07,Fire.Explosion
Medical Incident,2,B07,20,Non Life-threatening,Non Life-threatening.Medical Incident.B07,Non Life-threatening.Medical Incident
Outside Fire,1,B06,24,Alarm,Alarm.Outside Fire.B06,Alarm.Outside Fire
Other,30,B10,42,Potentially Life-Threatening,Potentially Life-Threatening.Other.B10,Potentially Life-Threatening.Other
Traffic Collision,477,B07,14,Non Life-threatening,Non Life-threatening.Traffic Collision.B07,Non Life-threatening.Traffic Collision
Other,31,B10,44,Potentially Life-Threatening,Potentially Life-Threatening.Other.B10,Potentially Life-Threatening.Other
Outside Fire,1,B06,32,Alarm,Alarm.Outside Fire.B06,Alarm.Outside Fire
Structure Fire,3092,B07,14,Alarm,Alarm.Structure Fire.B07,Alarm.Structure Fire
Structure Fire,235,B03,29,Fire,Fire.Structure Fire.B03,Fire.Structure Fire
Explosion,5,B05,24,Fire,Fire.Explosion.B05,Fire.Explosion
Alarms,2107,B02,29,Alarm,Alarm.Alarms.B02,Alarm.Alarms
Electrical Hazard,48,B03,29,Alarm,Alarm.Electrical Hazard.B03,Alarm.Electrical Hazard
Other,28,B07,34,Potentially Life-Threatening,Potentially Life-Threatening.Other.B07,Potentially Life-Threatening.Other
Medical Incident,2,B10,51,Non Life-threatening,Non Life-threatening.Medical Incident.B10,Non Life-threatening.Medical Incident
Gas Leak (Natural and LP Gases),433,B06,11,Alarm,Alarm.Gas Leak (Natural and LP Gases).B06,Alarm.Gas Leak (Natural and LP Gases)
Other,377,B10,42,Alarm,Alarm.Other.B10,Alarm.Other
Other,260,B10,44,Alarm,Alarm.Other.B10,Alarm.Other
Odor (Strange / Unknown),23,B01,1,Alarm,Alarm.Odor (Strange / Unknown).B01,Alarm.Odor (Strange / Unknown)
Fuel Spill,14,B05,5,Alarm,Alarm.Fuel Spill.B05,Alarm.Fuel Spill
Traffic Collision,307,B04,10,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B04,Potentially Life-Threatening.Traffic Collision
Traffic Collision,3,B08,15,Non Life-threatening,Non Life-threatening.Traffic Collision.B08,Non Life-threatening.Traffic Collision
Explosion,3,B05,10,Fire,Fire.Explosion.B05,Fire.Explosion
Other,397,B07,34,Alarm,Alarm.Other.B07,Alarm.Other
Industrial Accidents,16,B01,13,Fire,Fire.Industrial Accidents.B01,Fire.Industrial Accidents
Structure Fire,5244,B10,17,Alarm,Alarm.Structure Fire.B10,Alarm.Structure Fire
Alarms,9730,B02,3,Alarm,Alarm.Alarms.B02,Alarm.Alarms
Traffic Collision,966,B10,17,Non Life-threatening,Non Life-threatening.Traffic Collision.B10,Non Life-threatening.Traffic Collision
Structure Fire,235,B03,3,Fire,Fire.Structure Fire.B03,Fire.Structure Fire
Assist Police,2,B01,3,Alarm,Alarm.Assist Police.B01,Alarm.Assist Police
Medical Incident,2,B10,6,Non Life-threatening,Non Life-threatening.Medical Incident.B10,Non Life-threatening.Medical Incident
Other,38,B05,24,Alarm,Alarm.Other.B05,Alarm.Other
Medical Incident,4,B01,36,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B01,Potentially Life-Threatening.Medical Incident
HazMat,6,B06,6,Fire,Fire.HazMat.B06,Fire.HazMat
Gas Leak (Natural and LP Gases),210,B08,22,Alarm,Alarm.Gas Leak (Natural and LP Gases).B08,Alarm.Gas Leak (Natural and LP Gases)
Fuel Spill,8,B10,32,Alarm,Alarm.Fuel Spill.B10,Alarm.Fuel Spill
Electrical Hazard,3,B03,3,Alarm,Alarm.Electrical Hazard.B03,Alarm.Electrical Hazard
Elevator / Escalator Rescue,10,B08,23,Alarm,Alarm.Elevator / Escalator Rescue.B08,Alarm.Elevator / Escalator Rescue
Vehicle Fire,291,B10,42,Fire,Fire.Vehicle Fire.B10,Fire.Vehicle Fire
Medical Incident,2,B01,4,Non Life-threatening,Non Life-threatening.Medical Incident.B01,Non Life-threatening.Medical Incident
Vehicle Fire,241,B10,44,Fire,Fire.Vehicle Fire.B10,Fire.Vehicle Fire
Fuel Spill,35,B08,18,Alarm,Alarm.Fuel Spill.B08,Alarm.Fuel Spill
"Extrication / Entrapped (Machinery, Vehicle)",2,B07,21,Fire,"Fire.Extrication / Entrapped (Machinery, Vehicle).B07","Fire.Extrication / Entrapped (Machinery, Vehicle)"
Mutual Aid / Assist Outside Agency,3,B09,,Fire,Fire.Mutual Aid / Assist Outside Agency.B09,Fire.Mutual Aid / Assist Outside Agency
Citizen Assist / Service Call,1,B01,,Alarm,Alarm.Citizen Assist / Service Call.B01,Alarm.Citizen Assist / Service Call
Vehicle Fire,43,B07,34,Fire,Fire.Vehicle Fire.B07,Fire.Vehicle Fire
Other,2,B10,21,Non Life-threatening,Non Life-threatening.Other.B10,Non Life-threatening.Other
Medical Incident,13,B06,39,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B06,Potentially Life-Threatening.Medical Incident
Vehicle Fire,23,B05,24,Fire,Fire.Vehicle Fire.B05,Fire.Vehicle Fire
Medical Incident,8,B07,36,Non Life-threatening,Non Life-threatening.Medical Incident.B07,Non Life-threatening.Medical Incident
Structure Fire,208,B09,32,Fire,Fire.Structure Fire.B09,Fire.Structure Fire
Medical Incident,6,B03,32,Non Life-threatening,Non Life-threatening.Medical Incident.B03,Non Life-threatening.Medical Incident
Suspicious Package,6,B10,25,Fire,Fire.Suspicious Package.B10,Fire.Suspicious Package
Structure Fire,4067,B02,6,Alarm,Alarm.Structure Fire.B02,Alarm.Structure Fire
Outside Fire,12,B04,51,Fire,Fire.Outside Fire.B04,Fire.Outside Fire
Electrical Hazard,69,B09,32,Alarm,Alarm.Electrical Hazard.B09,Alarm.Electrical Hazard
Traffic Collision,504,B02,6,Non Life-threatening,Non Life-threatening.Traffic Collision.B02,Non Life-threatening.Traffic Collision
Other,2,B99,28,Alarm,Alarm.Other.B99,Alarm.Other
Structure Fire,11,B03,25,Alarm,Alarm.Structure Fire.B03,Alarm.Structure Fire
Medical Incident,1,B02,17,Non Life-threatening,Non Life-threatening.Medical Incident.B02,Non Life-threatening.Medical Incident
Alarms,3,B09,17,Alarm,Alarm.Alarms.B09,Alarm.Alarms
Medical Incident,1,B07,26,Non Life-threatening,Non Life-threatening.Medical Incident.B07,Non Life-threatening.Medical Incident
Traffic Collision,12,B03,25,Non Life-threatening,Non Life-threatening.Traffic Collision.B03,Non Life-threatening.Traffic Collision
Alarms,3,B03,32,Alarm,Alarm.Alarms.B03,Alarm.Alarms
Vehicle Fire,31,B01,3,Fire,Fire.Vehicle Fire.B01,Fire.Vehicle Fire
Medical Incident,125,B99,7,Non Life-threatening,Non Life-threatening.Medical Incident.B99,Non Life-threatening.Medical Incident
Fuel Spill,35,B08,40,Alarm,Alarm.Fuel Spill.B08,Alarm.Fuel Spill
Medical Incident,3,B09,17,Non Life-threatening,Non Life-threatening.Medical Incident.B09,Non Life-threatening.Medical Incident
Traffic Collision,7,B10,3,Non Life-threatening,Non Life-threatening.Traffic Collision.B10,Non Life-threatening.Traffic Collision
Medical Incident,287,B01,16,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B01,Potentially Life-Threatening.Medical Incident
Structure Fire,3,B10,3,Alarm,Alarm.Structure Fire.B10,Alarm.Structure Fire
Medical Incident,70,B04,38,Alarm,Alarm.Medical Incident.B04,Alarm.Medical Incident
Medical Incident,974,B04,28,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B04,Potentially Life-Threatening.Medical Incident
Outside Fire,18,B99,14,Fire,Fire.Outside Fire.B99,Fire.Outside Fire
Outside Fire,2,B04,10,Alarm,Alarm.Outside Fire.B04,Alarm.Outside Fire
Odor (Strange / Unknown),48,B02,6,Alarm,Alarm.Odor (Strange / Unknown).B02,Alarm.Odor (Strange / Unknown)
Gas Leak (Natural and LP Gases),242,B09,15,Alarm,Alarm.Gas Leak (Natural and LP Gases).B09,Alarm.Gas Leak (Natural and LP Gases)
Citizen Assist / Service Call,383,B05,10,Alarm,Alarm.Citizen Assist / Service Call.B05,Alarm.Citizen Assist / Service Call
HazMat,4,B08,39,Alarm,Alarm.HazMat.B08,Alarm.HazMat
Medical Incident,6,B10,40,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B10,Potentially Life-Threatening.Medical Incident
Medical Incident,1,B05,37,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B05,Potentially Life-Threatening.Medical Incident
Traffic Collision,3,B07,1,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B07,Potentially Life-Threatening.Traffic Collision
Gas Leak (Natural and LP Gases),18,B03,13,Alarm,Alarm.Gas Leak (Natural and LP Gases).B03,Alarm.Gas Leak (Natural and LP Gases)
Elevator / Escalator Rescue,41,B10,37,Alarm,Alarm.Elevator / Escalator Rescue.B10,Alarm.Elevator / Escalator Rescue
HazMat,2,B05,12,Fire,Fire.HazMat.B05,Fire.HazMat
Traffic Collision,5,B02,13,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B02,Potentially Life-Threatening.Traffic Collision
Mutual Aid / Assist Outside Agency,8,B02,,Fire,Fire.Mutual Aid / Assist Outside Agency.B02,Fire.Mutual Aid / Assist Outside Agency
High Angle Rescue,196,B07,34,Fire,Fire.High Angle Rescue.B07,Fire.High Angle Rescue
Structure Fire,710,B10,25,Fire,Fire.Structure Fire.B10,Fire.Structure Fire
Water Rescue,15,B08,22,Fire,Fire.Water Rescue.B08,Fire.Water Rescue
Outside Fire,15,B99,31,Fire,Fire.Outside Fire.B99,Fire.Outside Fire
Other,137,B01,3,Alarm,Alarm.Other.B01,Alarm.Other
Odor (Strange / Unknown),109,B10,17,Alarm,Alarm.Odor (Strange / Unknown).B10,Alarm.Odor (Strange / Unknown)
HazMat,17,B06,32,Alarm,Alarm.HazMat.B06,Alarm.HazMat
Medical Incident,21900,B02,3,Non Life-threatening,Non Life-threatening.Medical Incident.B02,Non Life-threatening.Medical Incident
Electrical Hazard,66,B10,25,Alarm,Alarm.Electrical Hazard.B10,Alarm.Electrical Hazard
Medical Incident,3,B07,16,Non Life-threatening,Non Life-threatening.Medical Incident.B07,Non Life-threatening.Medical Incident
Water Rescue,1,B06,,Fire,Fire.Water Rescue.B06,Fire.Water Rescue
Outside Fire,138,B06,9,Fire,Fire.Outside Fire.B06,Fire.Outside Fire
Structure Fire,2579,B01,1,Alarm,Alarm.Structure Fire.B01,Alarm.Structure Fire
Traffic Collision,131,B01,1,Non Life-threatening,Non Life-threatening.Traffic Collision.B01,Non Life-threatening.Traffic Collision
Assist Police,18,B10,44,Alarm,Alarm.Assist Police.B10,Alarm.Assist Police
Other,3,B05,6,Fire,Fire.Other.B05,Fire.Other
Assist Police,5,B10,42,Alarm,Alarm.Assist Police.B10,Alarm.Assist Police
Medical Incident,13,B02,41,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B02,Potentially Life-Threatening.Medical Incident
HazMat,3,B06,24,Alarm,Alarm.HazMat.B06,Alarm.HazMat
Medical Incident,9,B02,11,Non Life-threatening,Non Life-threatening.Medical Incident.B02,Non Life-threatening.Medical Incident
Medical Incident,6,B01,48,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B01,Potentially Life-Threatening.Medical Incident
Assist Police,12,B07,34,Alarm,Alarm.Assist Police.B07,Alarm.Assist Police
Confined Space / Structure Collapse,12,B09,15,Fire,Fire.Confined Space / Structure Collapse.B09,Fire.Confined Space / Structure Collapse
Medical Incident,3,B07,19,Non Life-threatening,Non Life-threatening.Medical Incident.B07,Non Life-threatening.Medical Incident
Other,89,B02,7,Non Life-threatening,Non Life-threatening.Other.B02,Non Life-threatening.Other
Medical Incident,6793,B08,22,Non Life-threatening,Non Life-threatening.Medical Incident.B08,Non Life-threatening.Medical Incident
Elevator / Escalator Rescue,17,B10,42,Alarm,Alarm.Elevator / Escalator Rescue.B10,Alarm.Elevator / Escalator Rescue
Other,1,B06,7,Fire,Fire.Other.B06,Fire.Other
Elevator / Escalator Rescue,12,B10,44,Alarm,Alarm.Elevator / Escalator Rescue.B10,Alarm.Elevator / Escalator Rescue
Medical Incident,1612,B10,32,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B10,Potentially Life-Threatening.Medical Incident
Medical Incident,2,B05,44,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B05,Potentially Life-Threatening.Medical Incident
Traffic Collision,1089,B10,25,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B10,Potentially Life-Threatening.Traffic Collision
Elevator / Escalator Rescue,49,B07,34,Alarm,Alarm.Elevator / Escalator Rescue.B07,Alarm.Elevator / Escalator Rescue
Medical Incident,31,B06,,Non Life-threatening,Non Life-threatening.Medical Incident.B06,Non Life-threatening.Medical Incident
Medical Incident,1,B03,18,Non Life-threatening,Non Life-threatening.Medical Incident.B03,Non Life-threatening.Medical Incident
Medical Incident,2,B05,23,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B05,Potentially Life-Threatening.Medical Incident
Traffic Collision,23,B04,51,Non Life-threatening,Non Life-threatening.Traffic Collision.B04,Non Life-threatening.Traffic Collision
Outside Fire,597,B02,6,Fire,Fire.Outside Fire.B02,Fire.Outside Fire
Structure Fire,74,B04,51,Alarm,Alarm.Structure Fire.B04,Alarm.Structure Fire
Medical Incident,13556,B05,5,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B05,Potentially Life-Threatening.Medical Incident
Medical Incident,3,B08,6,Non Life-threatening,Non Life-threatening.Medical Incident.B08,Non Life-threatening.Medical Incident
Medical Incident,13,B06,29,Non Life-threatening,Non Life-threatening.Medical Incident.B06,Non Life-threatening.Medical Incident
Other,390,B08,23,Alarm,Alarm.Other.B08,Alarm.Other
Alarms,3250,B09,15,Alarm,Alarm.Alarms.B09,Alarm.Alarms
Medical Incident,3,B02,25,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B02,Potentially Life-Threatening.Medical Incident
Alarms,43,B04,,Alarm,Alarm.Alarms.B04,Alarm.Alarms
Medical Incident,4,B03,6,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B03,Potentially Life-Threatening.Medical Incident
Assist Police,5,B10,37,Alarm,Alarm.Assist Police.B10,Alarm.Assist Police
Medical Incident,3,B09,39,Alarm,Alarm.Medical Incident.B09,Alarm.Medical Incident
Odor (Strange / Unknown),21,B06,9,Alarm,Alarm.Odor (Strange / Unknown).B06,Alarm.Odor (Strange / Unknown)
Alarms,1177,B03,13,Alarm,Alarm.Alarms.B03,Alarm.Alarms
Traffic Collision,4,B05,36,Non Life-threatening,Non Life-threatening.Traffic Collision.B05,Non Life-threatening.Traffic Collision
Outside Fire,1461,B10,17,Fire,Fire.Outside Fire.B10,Fire.Outside Fire
Alarms,1,B06,43,Alarm,Alarm.Alarms.B06,Alarm.Alarms
Vehicle Fire,110,B08,23,Fire,Fire.Vehicle Fire.B08,Fire.Vehicle Fire
Medical Incident,13686,B08,18,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B08,Potentially Life-Threatening.Medical Incident
Outside Fire,2,B03,3,Alarm,Alarm.Outside Fire.B03,Alarm.Outside Fire
Medical Incident,2588,B03,13,Non Life-threatening,Non Life-threatening.Medical Incident.B03,Non Life-threatening.Medical Incident
Medical Incident,3,B04,29,Non Life-threatening,Non Life-threatening.Medical Incident.B04,Non Life-threatening.Medical Incident
Traffic Collision,7,B99,21,Non Life-threatening,Non Life-threatening.Traffic Collision.B99,Non Life-threatening.Traffic Collision
Outside Fire,24,B10,25,Alarm,Alarm.Outside Fire.B10,Alarm.Outside Fire
Assist Police,1,B99,8,Alarm,Alarm.Assist Police.B99,Alarm.Assist Police
Medical Incident,35,B04,41,Alarm,Alarm.Medical Incident.B04,Alarm.Medical Incident
HazMat,14,B03,29,Alarm,Alarm.HazMat.B03,Alarm.HazMat
Traffic Collision,48,B99,31,Non Life-threatening,Non Life-threatening.Traffic Collision.B99,Non Life-threatening.Traffic Collision
Medical Incident,4,B06,43,Non Life-threatening,Non Life-threatening.Medical Incident.B06,Non Life-threatening.Medical Incident
HazMat,5,B07,14,Fire,Fire.HazMat.B07,Fire.HazMat
Medical Incident,45,B04,,Non Life-threatening,Non Life-threatening.Medical Incident.B04,Non Life-threatening.Medical Incident
Fuel Spill,2,B01,16,Alarm,Alarm.Fuel Spill.B01,Alarm.Fuel Spill
Medical Incident,16,B05,1,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B05,Potentially Life-Threatening.Medical Incident
Medical Incident,12737,B08,40,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B08,Potentially Life-Threatening.Medical Incident
Medical Incident,9626,B09,15,Non Life-threatening,Non Life-threatening.Medical Incident.B09,Non Life-threatening.Medical Incident
Fuel Spill,3,B04,28,Alarm,Alarm.Fuel Spill.B04,Alarm.Fuel Spill
Citizen Assist / Service Call,2,B03,31,Alarm,Alarm.Citizen Assist / Service Call.B03,Alarm.Citizen Assist / Service Call
